195,-22,29,-511
197,-26,31,-511
199,-27,29,-512
201,-27,32,-511
202,-25,31,-509
204,-27,30,-509
206,-26,30,-509
208,-25,27,-509
210,-25,29,-511
212,-24,29,-509
214,-23,28,-510
216,-23,30,-510
218,-25,28,-512
220,-22,28,-512
222,-24,31,-511
224,-23,31,-509
225,-25,28,-512
227,-26,31,-512
229,-24,29,-508
231,-22,27,-510
233,-25,32,-510
235,-22,33,-510
236,-25,30,-511
238,-24,32,-514
240,-26,28,-513
242,-28,32,-509
244,-25,27,-510
246,-25,30,-511
247,-24,31,-508
249,-25,31,-509
251,-24,32,-515
253,-24,30,-512
256,-25,28,-511
258,-25,30,-514
259,-24,28,-513
261,-24,31,-511
263,-23,31,-512
265,-24,32,-510
267,-26,31,-510
268,-26,30,-509
270,-20,33,-514
272,-26,31,-511
274,-24,32,-510
276,-25,29,-509
278,-25,31,-514
279,-25,30,-510
281,-23,29,-508
283,-24,31,-509
285,-24,31,-511
287,-24,25,-511
289,-27,32,-512
290,-26,33,-512
292,-23,33,-508
294,-25,31,-511
296,-26,29,-510
299,-25,30,-508
301,-26,32,-508
302,-22,30,-512
304,-27,32,-507
306,-25,30,-515
308,-25,31,-513
310,-24,29,-509
312,-25,31,-508
313,-24,31,-507
315,-25,29,-509
317,-26,29,-512
319,-25,31,-510
321,-24,29,-505
322,-24,29,-511
324,-27,29,-511
326,-23,30,-513
328,-25,32,-512
330,-21,31,-511
332,-25,27,-512
333,-25,30,-509
335,-25,29,-508
337,-25,29,-513
339,-22,33,-513
342,-26,29,-513
344,-25,31,-511
345,-24,28,-523
347,-28,27,-499
349,-21,32,-519
351,-24,30,-505
353,-25,29,-507
355,-26,29,-511
356,-26,32,-510
358,13,21,-521
360,-35,33,-515
362,-29,37,-526
364,-24,26,-514
366,-27,29,-500
367,-25,28,-506
369,-25,29,-515
371,-25,33,-508
373,-23,27,-511
375,-25,28,-515
376,-21,27,-507
378,-25,29,-504
380,-25,31,-512
382,-24,29,-507
385,-22,27,-511
387,-25,28,-511
388,-25,30,-510
390,-25,29,-513
392,-27,29,-511
394,-25,28,-512
396,-25,30,-509
398,-27,30,-511
399,-24,29,-511
401,-26,29,-512
403,-24,28,-509
405,-26,28,-511
407,-26,27,-512
409,-24,30,-512
410,-25,28,-508
412,-25,31,-510
414,-22,27,-508
416,-24,29,-513
418,-26,32,-510
420,-25,29,-512
421,-21,32,-511
423,-23,27,-510
425,-22,28,-511
428,-24,29,-511
430,-30,31,-507
432,-23,31,-511
433,-25,28,-509
435,-24,30,-511
437,-26,30,-512
439,-26,29,-510
441,-25,29,-511
442,-27,34,-510
444,-23,28,-511
446,-24,27,-511
448,-20,30,-510
450,-26,27,-512
452,-25,30,-513
453,-25,28,-510
455,-25,29,-510
457,-26,30,-509
459,-24,31,-512
461,-25,33,-509
463,-24,31,-506
464,-26,31,-509
466,-24,28,-508
468,-20,31,-513
471,-26,33,-510
473,-25,31,-505
475,-25,32,-509
476,-23,29,-511
478,-24,30,-512
480,-26,27,-512
482,-24,26,-509
484,-24,30,-513
485,-25,27,-507
487,-25,34,-510
489,-24,33,-510
491,-25,31,-509
493,-25,30,-509
495,-24,31,-513
496,-24,30,-513
498,-25,31,-511
500,-26,32,-507
502,-28,29,-512
504,-25,28,-508
506,-25,29,-512
507,-23,31,-512
509,-29,28,-510
512,-25,29,-509
514,-25,28,-513
516,-22,29,-514
518,-24,30,-515
519,-25,29,-511
521,-22,30,-511
523,-24,30,-510
525,-25,31,-515
527,-25,28,-510
529,-23,29,-510
530,-24,26,-507
532,-21,28,-510
534,-24,31,-510
536,-26,30,-512
538,-26,30,-512
539,-24,30,-512
541,-24,31,-511
543,-22,29,-510
545,-27,27,-510
547,-24,30,-510
549,-25,31,-510
550,-23,29,-509
552,-24,31,-514
555,-26,29,-510
557,-25,31,-512
559,-23,28,-511
561,-25,28,-510
562,-26,31,-511
564,-26,29,-513
566,-23,32,-510
568,-22,31,-507
570,-26,32,-512
572,-26,29,-513
573,-26,30,-512
575,-25,31,-510
577,-26,27,-510
579,-24,31,-511
581,-27,28,-508
583,-25,31,-512
584,-26,30,-512
586,-24,30,-514
588,-29,28,-512
590,-24,29,-513
592,-24,32,-509
594,-24,31,-511
595,-25,30,-513
598,-24,29,-511
600,-26,29,-511
602,-26,31,-511
604,-25,28,-512
606,-26,28,-511
607,-22,32,-513
609,-26,31,-511
611,-23,29,-511
613,-24,28,-512
615,-24,32,-511
617,-24,29,-511
618,-25,26,-511
620,-24,29,-509
622,-25,29,-511
624,-26,31,-512
626,-22,33,-511
627,-25,28,-510
629,-25,28,-509
631,-24,28,-510
633,-25,32,-503
635,-27,30,-508
637,-22,34,-510
638,-25,30,-509
641,-27,31,-509
643,-22,31,-509
645,-26,32,-508
647,-25,29,-513
649,-26,29,-509
650,-24,31,-511
652,-26,33,-511
654,-25,30,-511
656,-27,30,-511
658,-25,30,-510
660,-23,31,-510
661,-24,30,-510
663,-26,31,-513
665,-26,27,-511
667,-25,30,-511
669,-25,32,-510
671,-26,30,-513
672,-30,32,-512
674,-23,31,-513
676,-25,29,-508
678,-26,28,-511
680,-26,28,-509
683,-26,31,-512
684,-23,31,-505
686,-24,29,-510
688,-26,30,-514
690,-25,29,-513
692,-26,30,-512
693,-26,32,-510
695,-24,25,-511
697,-25,30,-505
699,-22,28,-510
701,-23,30,-510
703,-24,30,-509
704,-23,30,-512
706,-25,29,-511
708,-25,32,-509
710,-26,29,-508
712,-26,29,-512
714,-22,27,-511
715,-22,30,-511
717,-26,30,-512
719,-23,34,-511
721,-23,28,-509
723,-26,28,-513
726,-23,30,-510
727,-25,29,-510
729,-25,29,-509
731,-24,30,-511
733,-24,29,-509
735,-23,30,-508
737,-25,30,-511
738,-24,28,-510
740,-22,33,-512
742,-25,31,-512
744,-24,27,-508
746,-25,29,-511
747,-26,30,-510
749,-24,31,-511
751,-26,28,-510
753,-25,29,-509
755,-26,30,-510
757,-26,33,-512
758,-26,27,-512
760,-35,34,-508
762,-24,30,-513
764,-22,29,-507
766,-25,30,-509
769,-25,31,-513
770,-28,27,-512
772,-26,28,-513
774,-24,29,-509
776,-25,29,-510
778,-21,29,-512
780,-26,29,-511
781,-24,27,-507
783,-25,30,-509
785,-22,29,-507
787,-26,28,-512
789,-26,32,-507
790,-25,32,-510
792,-25,32,-508
794,-22,34,-525
796,-23,30,-503
798,-26,30,-506
800,-20,29,-505
801,-21,29,-514
803,-29,27,-514
805,-21,32,-514
807,-23,30,-506
809,-26,31,-508
812,-101,68,-583
813,-128,7,-530
815,27,13,-504
817,-32,29,-519
819,-19,21,-513
821,-26,34,-510
823,-21,28,-505
824,-24,32,-509
826,-22,30,-512
828,-23,32,-507
830,-27,28,-512
832,-23,30,-509
834,-24,33,-504
835,-24,26,-511
837,-24,29,-514
839,-25,27,-509
841,-25,29,-513
843,-24,27,-508
844,-24,29,-511
846,-28,29,-511
848,-25,28,-508
850,-26,31,-510
852,-22,29,-510
855,-26,30,-507
856,-27,29,-510
858,-24,31,-510
860,-24,30,-509
862,-24,29,-507
864,-26,30,-511
866,-24,34,-510
867,-25,27,-512
869,-25,30,-510
871,-27,30,-506
873,-24,30,-513
875,-23,31,-509
877,-23,28,-508
878,-23,28,-511
880,-24,27,-510
882,-22,29,-511
884,-24,27,-511
886,-24,29,-510
888,-25,32,-511
889,-24,29,-509
891,-26,30,-513
893,-28,29,-510
896,-24,30,-509
898,-25,28,-507
899,-27,27,-510
901,-23,29,-511
903,-24,30,-511
905,-24,29,-513
907,-26,28,-510
909,-26,29,-512
910,-25,29,-509
912,-22,34,-516
914,-26,33,-510
916,-25,28,-511
918,-25,31,-512
920,-26,30,-508
921,-25,29,-512
923,-26,30,-511
925,-25,30,-510
927,-25,32,-513
929,-23,28,-508
931,-23,33,-512
932,-24,30,-508
934,-25,31,-512
936,-25,29,-513
939,-24,32,-510
941,-25,28,-509
943,-22,30,-511
944,-25,30,-509
946,-25,30,-511
948,-24,29,-512
950,-22,29,-510
952,-26,30,-507
953,-26,27,-509
955,-23,30,-514
957,-24,32,-510
959,-25,29,-510
961,-23,28,-509
963,-24,28,-511
964,-26,30,-509
966,-26,30,-506
968,-24,31,-513
970,-23,27,-512
972,-26,30,-514
974,-26,26,-511
975,-24,30,-509
977,-26,30,-510
979,-25,30,-508
982,-22,30,-509
984,-24,28,-510
986,-25,32,-509
987,-25,30,-510
989,-25,31,-513
991,-25,31,-508
993,-26,31,-508
995,-23,33,-511
997,-25,31,-508
998,-25,29,-510
1000,-26,31,-511
1002,-26,30,-512
1004,-25,31,-511
1006,-25,29,-511
1008,-26,33,-511
1010,-27,32,-510
1011,-25,28,-514
1013,-26,33,-510
1015,-26,32,-509
1017,-26,28,-510
1019,-25,29,-512
1021,-25,26,-512
1024,-25,28,-511
1026,-28,29,-510
1027,-19,31,-510
1029,-23,29,-509
1031,-23,29,-513
1033,-26,26,-510
1035,-25,32,-509
1037,-28,27,-512
1039,-25,29,-510
1040,-25,28,-513
1042,-25,30,-514
1044,-26,30,-512
1046,-25,29,-513
1048,-21,30,-511
1050,-26,31,-512
1052,-24,29,-507
1054,-25,30,-512
1055,-26,32,-511
1057,-24,28,-511
1059,-25,30,-511
1061,-22,31,-513
1063,-24,29,-510
1065,-22,27,-512
1068,-24,31,-508
1070,-26,29,-510
1071,-26,29,-512
1073,-25,30,-508
1075,-26,33,-513
1077,-26,26,-511
1079,-24,29,-512
1081,-29,29,-510
1083,-23,29,-511
1085,-25,32,-508
1086,-24,27,-508
1088,-27,32,-512
1090,-24,26,-509
1092,-27,28,-509
1094,-23,29,-509
1096,-25,29,-508
1098,-24,30,-509
1099,-25,28,-511
1101,-27,30,-509
1103,-24,30,-512
1105,-25,32,-510
1107,-25,31,-511
1110,-23,29,-511
1112,-25,30,-511
1114,-22,31,-511
1115,-24,29,-510
1117,-22,29,-509
1119,-26,28,-511
1121,-24,28,-511
1123,-23,29,-512
1125,-24,30,-511
1127,-24,30,-513
1129,-26,30,-510
1130,-22,29,-510
1132,-24,25,-512
1134,-26,29,-512
1136,-27,31,-510
1138,-26,31,-511
1140,-25,31,-514
1142,-25,30,-510
1144,-26,31,-510
1145,-27,29,-513
1147,-24,30,-514
1149,-26,27,-510
1152,-28,29,-511
1154,-28,28,-513
1156,-24,30,-509
1158,-28,33,-512
1159,-25,30,-508
1161,-25,30,-507
1163,-25,31,-514
1165,-23,30,-512
1167,-23,28,-510
1169,-25,29,-511
1171,-25,29,-511
1173,-23,30,-509
1174,-23,27,-509
1176,-25,30,-511
1178,-24,31,-513
1180,-26,31,-509
1182,-25,31,-510
1184,-25,32,-509
1186,-25,27,-508
1188,-25,29,-511
1189,-24,32,-512
1191,-26,30,-511
1193,-26,29,-513
1196,-24,26,-509
1198,-23,30,-511
1200,-27,31,-508
1202,-23,27,-507
1203,-25,30,-508
1205,-22,30,-512
1207,-28,27,-512
1209,-30,30,-509
1211,-26,29,-511
1213,-24,30,-508
1215,-24,31,-506
1217,-24,27,-511
1218,-24,32,-509
1220,-25,29,-512
1222,-26,30,-512
1224,-24,29,-508
1226,-21,34,-510
1228,-31,27,-503
1230,-26,29,-520
1232,-20,30,-511
1233,-25,31,-514
1235,-25,32,-513
1238,-25,28,-513
1240,-17,30,-529
1242,-31,34,-512
1244,-32,28,-508
1246,-28,28,-507
1248,-26,28,-507
1249,-25,27,-512
1251,-24,26,-511
1253,-23,31,-511
1255,-25,28,-512
1257,-24,31,-509
1259,-26,32,-511
1261,-26,30,-510
1262,-25,30,-510
1264,-27,28,-510
1266,-26,31,-515
1268,-24,29,-508
1270,-25,29,-510
1272,-25,30,-511
1274,-25,29,-512
1276,-24,31,-512
1277,-24,31,-508
1280,-24,32,-508
1282,-26,30,-511
1284,-25,30,-505
1286,-26,30,-509
1288,-25,27,-514
1290,-25,28,-513
1292,-23,30,-511
1293,-26,31,-510
1295,-25,30,-513
1297,-25,28,-506
1299,-24,29,-513
1301,-23,30,-513
1303,-24,30,-513
1305,-24,28,-511
1307,-26,30,-513
1308,-23,31,-514
1310,-26,31,-509
1312,-25,30,-510
1314,-24,27,-512
1316,-23,32,-514
1318,-25,30,-513
1320,-23,27,-508
1321,-25,28,-509
1324,-27,33,-510
1326,-25,31,-507
1328,-28,31,-512
1330,-23,30,-511
1332,-25,32,-511
1334,-26,30,-509
1336,-27,28,-511
1337,-28,31,-508
1339,-24,32,-511
1341,-28,31,-510
1343,-25,32,-509
1345,-23,32,-509
1347,-23,31,-512
1349,-26,29,-511
1351,-25,27,-513
1352,-24,26,-512
1354,-28,29,-509
1356,-24,29,-512
1358,-24,32,-509
1360,-25,32,-512
1362,-25,27,-510
1364,-24,28,-511
1366,-25,25,-510
1368,-26,29,-509
1370,-24,28,-511
1372,-24,27,-511
1374,-25,31,-510
1376,-27,30,-511
1378,-26,31,-514
1380,-26,29,-508
1381,-25,30,-508
1383,-24,31,-513
1385,-24,29,-510
1387,-25,27,-511
1389,-24,32,-511
1391,-25,31,-509
1393,-24,32,-513
1395,-21,30,-513
1396,-25,32,-509
1398,-25,30,-512
1400,-24,30,-509
1402,-27,31,-510
1404,-25,31,-509
1406,-26,31,-512
1409,-25,31,-514
1411,-24,30,-512
1412,-24,29,-512
1414,-27,29,-510
1416,-25,32,-509
1418,-23,27,-508
1420,-28,29,-511
1422,-30,31,-508
1424,-24,27,-510
1425,-23,29,-510
1427,-25,32,-509
1429,-27,31,-512
1431,-21,27,-511
1433,-25,28,-510
1435,-26,29,-512
1437,-25,30,-510
1439,-25,26,-512
1440,-25,29,-511
1442,-27,30,-512
1444,-26,28,-511
1446,-25,29,-510
1448,-26,28,-510
1451,-24,28,-507
1453,-25,28,-510
1455,-23,29,-512
1456,-24,29,-511
1458,-23,34,-510
1460,-27,29,-510
1462,-25,32,-511
